tconst	averageRating	numVotes
tt0066483	6.0	73
tt0066484	5.1	29
tt0066485	6.3	290
tt0066486	6.9	22
tt0066487	5.7	49
tt0066489	4.7	32
tt0066490	7.4	708
tt0066491	7.5	10488
tt0066492	3.9	2375
tt0066493	5.1	13
tt0066494	5.6	509
tt0066495	6.5	5773
tt0066496	6.2	75
tt0066497	6.3	102
tt0066498	7.8	2467
tt0066499	6.4	154
tt0066500	8.2	3177
tt0066501	6.1	59
tt0066502	6.8	309
tt0066503	8.3	43
tt0066504	6.9	59
tt0066505	5.0	52
tt0066507	4.5	108
tt0066509	7.4	14
tt0066510	8.4	30
tt0066511	7.6	1393
tt0066512	5.3	150
tt0066513	6.9	14
tt0066514	7.0	378
tt0066515	7.0	197
tt0066516	7.2	8159
tt0066517	6.8	573
tt0066518	6.5	5439
tt0066519	4.2	155
tt0066520	7.3	85
tt0066521	6.6	235
tt0066523	6.5	48
tt0066526	7.0	18
tt0066528	6.1	300
tt0066530	6.8	1233
tt0066531	6.3	239
tt0066532	5.8	350
tt0066533	6.8	184
tt0066534	7.5	6817
tt0066536	7.0	761
tt0066537	6.8	102
tt0066538	6.7	15
tt0066540	5.5	1013
tt0066542	6.1	655
tt0066543	6.4	471
tt0066544	7.8	17
tt0066546	7.4	2363
tt0066548	5.8	245
tt0066549	7.3	8744
tt0066550	6.6	1737
tt0066551	6.3	43
tt0066552	6.0	205
tt0066553	3.8	557
tt0066554	6.0	178
tt0066555	7.6	25
tt0066556	2.9	209
tt0066557	4.5	70
tt0066558	6.5	8
tt0066559	5.8	477
tt0066560	6.0	8
tt0066561	5.2	2245
tt0066563	6.6	1714
tt0066564	4.6	1134
tt0066565	7.9	6475
tt0066567	9.0	5
tt0066568	3.6	15
tt0066569	4.7	87
tt0066570	7.9	27
tt0066571	4.2	18
tt0066572	6.0	99
tt0066574	5.3	354
tt0066575	5.3	7
tt0066577	5.5	124
tt0066578	5.4	3227
tt0066579	7.2	6930
tt0066580	8.2	15869
tt0066581	6.8	67
tt0066582	6.8	74
tt0066583	7.0	61
tt0066584	6.6	16
tt0066585	6.5	1731
tt0066587	7.0	51
tt0066589	6.3	25
tt0066590	6.4	8
tt0066592	3.4	202
tt0066593	5.8	1082
tt0066594	6.6	169
tt0066595	7.5	64
tt0066596	6.7	23
tt0066599	6.4	445
tt0066600	6.5	716
tt0066601	7.0	14462
tt0066602	7.2	1303
tt0066603	7.1	2268
tt0066604	6.9	12
tt0066605	6.0	354
tt0066606	5.8	12
tt0066607	7.2	170
tt0066611	4.2	12
tt0066612	7.4	3898
tt0066613	4.1	8
tt0066614	6.5	48
tt0066615	7.6	5
tt0066617	6.5	94
tt0066618	6.4	87
tt0066619	7.2	76
tt0066621	5.4	43
tt0066622	6.3	35
tt0066623	5.8	140
tt0066624	7.5	10
tt0066625	7.6	1661
tt0066626	8.3	13810
tt0066627	7.5	20
tt0066628	7.3	45
tt0066629	7.6	78
tt0066630	7.5	473
tt0066631	7.6	150
tt0066633	6.9	802
tt0066634	3.6	20
tt0066635	7.1	159
tt0066636	6.7	2606
tt0066637	7.8	106
tt0066638	6.6	51
tt0066639	7.3	907
tt0066640	7.4	27
tt0066644	7.7	33
tt0066645	6.6	24
tt0066646	4.4	5
tt0066647	5.9	10
tt0066648	7.3	204
tt0066649	6.5	61
tt0066650	7.4	8
tt0066651	8.1	1758
tt0066652	8.8	1496
tt0066653	7.4	30
tt0066654	6.7	19
tt0066656	6.6	178
tt0066657	6.4	42
tt0066658	6.2	16
tt0066660	6.8	89
tt0066661	7.5	28
tt0066662	6.9	14
tt0066663	6.7	22
tt0066665	8.1	60
tt0066666	8.3	60
tt0066667	6.4	535
tt0066668	8.0	122
tt0066669	7.5	192
tt0066670	8.4	607
tt0066671	6.7	239
tt0066672	6.9	247
tt0066673	7.5	182
tt0066674	7.6	112
tt0066678	7.3	187
tt0066679	6.9	332
tt0066680	7.0	10
tt0066681	8.1	403
tt0066682	8.3	71
tt0066683	7.7	131
tt0066684	8.5	436
tt0066685	7.1	2004
tt0066686	6.8	41
tt0066687	6.5	20
tt0066688	6.2	76
tt0066689	6.8	193
tt0066690	8.0	205
tt0066691	6.4	8
tt0066693	7.4	108
tt0066694	7.9	36
tt0066695	8.4	17
tt0066696	7.2	195
tt0066697	7.2	39
tt0066698	6.0	11
tt0066699	5.6	387
tt0066700	6.8	5
tt0066701	8.1	4638
tt0066702	6.5	456
tt0066703	8.7	10
tt0066704	8.6	874
tt0066705	7.1	50
tt0066707	6.8	192
tt0066708	7.7	49
tt0066709	8.3	618
tt0066711	8.1	7
tt0066712	6.2	25
tt0066713	8.2	21
tt0066714	8.4	1170
tt0066716	7.0	91
tt0066717	7.1	660
tt0066718	8.3	54
tt0066719	8.4	120
tt0066721	7.8	2884
tt0066722	8.3	2629
tt0066723	5.5	8
tt0066724	7.6	50
tt0066725	6.9	16
tt0066726	8.8	69
tt0066728	5.9	1990
tt0066729	5.0	25
tt0066730	7.6	7471
tt0066731	4.2	133
tt0066732	5.9	1860
tt0066734	5.4	18
tt0066735	6.7	7159
tt0066736	3.7	89
tt0066737	6.6	14
tt0066738	3.8	33
tt0066739	6.6	224
tt0066740	7.1	13379
tt0066741	5.2	16
tt0066742	6.3	169
tt0066743	4.7	210
tt0066744	7.3	6
tt0066745	6.0	1753
tt0066746	6.2	141
tt0066747	5.6	39
tt0066748	6.5	20
tt0066749	6.2	79
tt0066750	7.0	105
tt0066751	7.6	33
tt0066752	5.8	17
tt0066753	7.0	8
tt0066754	6.4	145
tt0066756	7.8	80
tt0066757	4.8	144
tt0066758	8.2	1506
tt0066759	7.1	240
tt0066760	6.3	38
tt0066761	4.7	63
tt0066762	3.3	17
tt0066763	8.4	29379
tt0066764	3.8	179
tt0066765	7.6	28616
tt0066766	6.7	266
tt0066767	6.4	7005
tt0066769	7.2	33358
tt0066770	5.9	19
tt0066771	4.6	323
tt0066773	6.6	1614
tt0066774	4.4	105
tt0066775	5.5	136
tt0066777	4.8	25
tt0066778	6.1	16
tt0066779	5.3	111
tt0066781	5.9	114
tt0066783	6.4	141
tt0066784	6.6	46
tt0066786	8.3	15
tt0066787	7.5	67
tt0066789	6.4	218
tt0066790	5.9	123
tt0066791	3.2	57
tt0066793	7.6	15
tt0066794	6.2	8
tt0066795	7.1	62
tt0066796	5.9	16
tt0066797	3.4	62
tt0066798	7.0	2125
tt0066799	5.4	59
tt0066801	4.5	252
tt0066802	3.9	260
tt0066803	4.6	95
tt0066805	6.4	353
tt0066806	7.4	781
tt0066807	6.5	348
tt0066808	7.0	33749
tt0066809	7.0	31
tt0066810	7.8	49
tt0066811	6.0	1659
tt0066812	7.4	180
tt0066813	7.0	501
tt0066814	4.1	143
tt0066815	4.8	817
tt0066816	3.2	614
tt0066817	7.1	33800
tt0066818	5.5	77
tt0066819	7.2	15680
tt0066820	7.0	380
tt0066821	3.9	39
tt0066822	6.4	77
tt0066823	6.8	17
tt0066824	6.9	935
tt0066825	7.6	575
tt0066826	6.3	1428
tt0066827	5.1	1410
tt0066828	6.0	22
tt0066829	5.6	235
tt0066830	5.9	2319
tt0066831	7.2	11168
tt0066832	6.3	5482
tt0066833	6.7	264
tt0066834	5.5	945
tt0066835	5.5	338
tt0066836	5.8	253
tt0066838	5.9	14
tt0066839	7.1	501
tt0066840	5.3	23
tt0066841	6.8	594
tt0066842	7.4	1248
tt0066843	5.3	11
tt0066844	6.4	1074
tt0066845	2.8	682
tt0066846	2.7	427
tt0066847	4.5	320
tt0066848	5.6	896
tt0066849	6.4	4784
tt0066850	5.2	402
tt0066851	5.5	42
tt0066852	4.5	152
tt0066853	6.0	32
tt0066854	6.9	126
tt0066855	7.4	68
tt0066856	5.6	1533
tt0066857	5.6	459
tt0066858	6.8	2913
tt0066859	6.1	206
tt0066860	7.8	68
tt0066861	5.2	57
tt0066862	7.8	693
tt0066863	5.4	1249
tt0066864	7.3	519
tt0066865	6.2	63
tt0066866	6.9	179
tt0066867	6.4	188
tt0066868	6.3	62
tt0066869	5.4	284
tt0066870	6.0	926
tt0066871	5.4	357
tt0066872	5.6	172
tt0066873	5.5	46
tt0066875	5.4	121
tt0066877	6.8	87
tt0066878	5.3	24
tt0066879	5.2	119
tt0066880	7.7	188
tt0066881	5.1	7
tt0066882	6.6	30
tt0066883	7.9	172
tt0066885	5.2	5
tt0066886	4.8	764
tt0066887	5.4	55
tt0066888	6.7	251
tt0066889	5.9	123
tt0066890	6.6	26
tt0066891	4.6	10
tt0066892	7.0	11290
tt0066893	3.8	406
tt0066894	6.2	2445
tt0066895	6.2	2784
tt0066896	5.6	27
tt0066897	5.6	94
tt0066898	6.2	94
tt0066899	6.6	14
tt0066900	5.6	1011
tt0066901	7.5	205
tt0066902	7.9	17
tt0066903	7.9	21
tt0066904	8.2	3540
tt0066905	3.9	222
tt0066906	7.6	1790
tt0066907	6.7	4674
tt0066908	5.4	53
tt0066909	6.2	27
tt0066910	9.0	9
tt0066911	4.9	13
tt0066912	4.7	6
tt0066913	5.2	90
tt0066914	4.9	2132
tt0066915	5.4	414
tt0066916	6.8	11
tt0066917	7.8	71
tt0066918	6.3	6
tt0066919	7.7	2801
tt0066920	5.1	118
tt0066921	8.3	749726
tt0066922	7.1	2246
tt0066923	5.1	107
tt0066924	6.7	2544
tt0066925	4.2	5
tt0066926	7.5	131
tt0066927	6.7	1924
tt0066928	5.9	480
tt0066929	5.0	41
tt0066930	4.2	40
tt0066931	7.0	2194
tt0066932	7.7	3492
tt0066933	7.7	2382
tt0066934	7.8	2360
tt0066936	6.8	957
tt0066938	5.6	5
tt0066939	6.7	1005
tt0066940	7.2	1190
tt0066941	7.0	177
tt0066942	6.1	92
tt0066943	6.8	574
tt0066944	8.6	8
tt0066945	5.6	212
tt0066946	7.0	35
tt0066947	7.1	107
tt0066948	6.8	59
tt0066949	4.7	51
tt0066950	5.4	1747
tt0066951	5.7	77
tt0066952	5.8	2272
tt0066953	4.6	32
tt0066954	6.4	348
tt0066955	4.5	669
tt0066956	6.9	85
tt0066957	5.9	41
tt0066958	4.2	506
tt0066959	5.3	385
tt0066960	5.0	492
tt0066961	6.6	275
tt0066962	6.9	7
tt0066963	7.0	2851
tt0066964	8.0	8
tt0066966	5.8	15
tt0066967	6.1	12
tt0066968	7.1	1010
tt0066969	6.5	278
tt0066970	5.8	2245
tt0066971	6.4	26
tt0066972	7.0	143
tt0066973	4.7	35
tt0066974	7.0	68
tt0066975	7.5	210
tt0066976	7.4	48
tt0066977	7.3	59
tt0066978	7.1	18
tt0066979	6.6	9
tt0066980	6.2	266
tt0066981	3.9	120
tt0066982	5.4	1342
tt0066983	5.7	35
tt0066984	6.4	381
tt0066985	5.4	46
tt0066986	6.1	243
tt0066987	6.2	103
tt0066988	7.6	763
tt0066989	7.3	4808
tt0066990	5.9	133
tt0066991	5.9	42
tt0066992	5.9	23
tt0066993	7.8	13414
tt0066995	6.6	94981
tt0066996	5.0	663
tt0066997	7.7	1016
tt0066998	6.5	80
tt0066999	7.7	141964
tt0067000	6.2	13
tt0067001	6.8	190
tt0067002	7.0	376
tt0067003	6.2	1404
tt0067004	4.4	230
tt0067006	6.9	41
tt0067008	6.4	38
tt0067009	6.8	890
tt0067010	6.5	180
tt0067011	4.0	147
tt0067012	6.0	112
tt0067013	7.1	327
tt0067014	5.0	216
tt0067015	6.0	51
tt0067016	5.6	476
tt0067017	3.6	1746
tt0067018	6.1	15
tt0067019	3.9	15
tt0067020	6.1	24
tt0067022	5.6	107
tt0067023	7.6	62247
tt0067024	6.9	76
tt0067025	6.1	183
tt0067026	7.0	442
tt0067027	6.6	255
tt0067028	7.7	39
tt0067029	6.7	140
tt0067030	4.8	197
tt0067031	3.5	26
tt0067032	6.8	17
tt0067033	7.1	15
tt0067034	5.9	51
tt0067035	5.7	120
tt0067036	6.2	5
tt0067037	6.1	142
tt0067038	5.9	134
tt0067039	5.6	299
tt0067040	6.6	1043
tt0067041	4.4	20
tt0067042	3.8	46
tt0067044	6.2	9
tt0067045	5.3	107
tt0067046	8.2	576
tt0067047	7.2	3828
tt0067048	7.1	318
tt0067049	4.0	17
tt0067050	5.0	38
tt0067052	6.0	1490
tt0067053	6.7	20
tt0067054	7.7	54
tt0067055	5.3	2826
tt0067056	6.1	293
tt0067057	3.8	169
tt0067058	5.7	12
tt0067060	6.1	9
tt0067061	3.5	139
tt0067062	4.9	170
tt0067063	5.1	25
tt0067064	6.2	74
tt0067065	6.3	31752
tt0067067	5.6	65
tt0067068	7.0	692
tt0067069	5.1	838
tt0067070	7.2	16
tt0067072	7.2	1660
tt0067073	6.2	172
tt0067074	4.2	44
tt0067075	5.1	14
tt0067076	5.1	656
tt0067077	6.0	409
tt0067078	6.0	47
tt0067079	7.5	68
tt0067080	6.9	68
tt0067082	8.3	74
tt0067083	7.8	79
tt0067084	6.3	1232
tt0067085	6.8	3418
tt0067087	5.8	250
tt0067088	8.2	10
tt0067089	7.6	174
tt0067090	6.1	149
tt0067092	8.0	9
tt0067093	8.0	38910
tt0067094	4.9	372
tt0067095	6.0	168
tt0067096	7.5	28
tt0067097	6.5	11
tt0067099	5.9	311
tt0067100	5.7	547
tt0067101	7.4	13
tt0067102	6.3	168
tt0067103	5.9	134
tt0067104	6.4	454
tt0067105	6.1	116
tt0067107	5.9	104
tt0067108	7.2	6444
tt0067109	6.5	1026
tt0067110	6.9	64
tt0067111	6.9	341
tt0067112	6.6	458
tt0067113	5.7	23
tt0067114	4.5	6
tt0067115	6.0	19
tt0067116	7.7	108820
tt0067117	5.7	12
tt0067118	6.6	874
tt0067119	5.9	1247
tt0067120	6.3	34
tt0067121	5.4	146
tt0067122	6.5	46
tt0067123	3.6	1275
tt0067124	5.0	1325
tt0067125	5.7	12
tt0067126	4.4	94
tt0067128	7.4	28483
tt0067129	5.8	58
tt0067133	3.8	466
tt0067134	6.6	1666
tt0067135	5.2	136
tt0067136	5.5	23
tt0067137	6.5	52
tt0067140	7.6	29756
tt0067141	4.8	508
tt0067142	6.3	364
tt0067143	4.9	50
tt0067144	7.3	5010
tt0067145	4.3	150
tt0067146	5.9	439
tt0067147	7.3	13
tt0067148	6.1	4651
tt0067149	6.0	47
tt0067150	6.3	49
tt0067151	5.9	111
tt0067152	7.1	11
tt0067153	5.6	33
tt0067154	6.5	11
tt0067155	7.1	294
tt0067156	4.9	47
tt0067158	4.0	33
tt0067160	5.9	10
tt0067161	7.4	25
tt0067162	6.8	1168
tt0067163	6.1	66
tt0067164	7.2	991
tt0067165	6.0	36
tt0067166	5.5	23
tt0067167	6.2	27
tt0067168	6.4	1131
tt0067169	3.6	428
tt0067170	6.5	11
tt0067171	5.4	37
tt0067172	6.1	72
tt0067173	6.0	22
tt0067174	7.0	45
tt0067175	3.0	156
tt0067176	6.2	2237
tt0067177	6.9	69
tt0067178	6.8	407
tt0067179	5.5	38
tt0067180	6.0	278
tt0067181	6.2	9
tt0067182	6.6	53
tt0067183	7.3	747
tt0067184	8.0	23
tt0067185	7.9	70185
tt0067187	6.3	42
tt0067188	8.2	8
tt0067189	4.0	24
tt0067190	2.9	33
tt0067191	5.3	167
tt0067192	4.1	364
tt0067193	7.2	63
tt0067194	7.7	98
tt0067195	8.0	5
tt0067197	7.4	722
tt0067198	7.4	48
tt0067199	7.0	63
tt0067200	7.1	23
tt0067201	6.8	37
tt0067202	6.3	10
tt0067203	2.2	44
tt0067204	7.0	2932
tt0067205	6.7	72
tt0067206	4.8	190
tt0067207	7.5	36
tt0067208	6.7	49
tt0067209	8.3	1342
tt0067210	4.4	27
tt0067211	5.6	158
tt0067212	5.5	148
tt0067213	8.5	6
tt0067214	5.1	104
tt0067216	6.3	1011
tt0067217	7.2	5672
tt0067218	5.2	27
tt0067219	6.6	779
tt0067220	8.1	39
tt0067221	6.4	390
tt0067222	7.1	49
tt0067223	6.6	29
tt0067224	6.3	2532
tt0067225	5.3	12
tt0067226	4.8	8
tt0067227	7.4	4221
tt0067228	6.1	61
tt0067229	6.0	3220
tt0067230	5.8	321
tt0067231	6.5	269
tt0067232	3.9	77
tt0067233	6.0	66
tt0067234	6.2	43
tt0067235	6.4	103
tt0067236	5.4	635
tt0067237	6.2	501
tt0067238	5.0	7
tt0067239	4.5	131
tt0067240	6.8	145
tt0067242	7.7	1105
tt0067243	5.5	471
tt0067244	7.9	25
tt0067245	3.5	1410
tt0067246	6.3	16
tt0067248	6.2	385
tt0067249	7.3	1029
tt0067250	8.1	23
tt0067251	4.2	20
tt0067252	7.6	151
tt0067254	6.3	39
tt0067255	4.6	27
tt0067256	7.2	409
tt0067258	6.5	426
tt0067259	7.2	1246
tt0067260	5.0	269
tt0067261	3.9	17
tt0067262	7.9	277
tt0067263	6.0	27
tt0067264	4.6	7
tt0067266	4.2	364
tt0067268	5.9	63
tt0067269	4.7	6
tt0067270	7.0	24
tt0067271	7.6	18
tt0067273	5.8	14
tt0067274	7.1	2805
tt0067275	7.5	241
tt0067276	7.4	752
tt0067277	7.9	15488
tt0067278	7.8	19
tt0067279	4.0	38
tt0067280	6.2	481
tt0067281	6.3	23
tt0067282	4.5	233
tt0067283	5.0	362
tt0067284	7.7	23
tt0067285	5.0	205
tt0067286	5.8	58
tt0067288	7.3	11
tt0067292	5.0	127
tt0067293	6.1	15
tt0067295	5.0	6
tt0067296	7.4	189
tt0067297	5.2	274
tt0067298	6.9	11
tt0067299	5.3	123
tt0067300	7.2	87
tt0067302	6.2	1131
tt0067303	5.8	443
tt0067305	4.7	145
tt0067306	7.2	744
tt0067308	7.0	43
tt0067309	7.1	22026
tt0067310	5.5	58
tt0067311	3.4	34
tt0067312	6.6	12
tt0067313	6.8	831
tt0067314	6.6	1284
tt0067315	7.0	1756
tt0067316	6.4	5
tt0067317	6.4	10
tt0067318	5.0	186
tt0067319	5.7	65
tt0067320	4.6	28
tt0067321	5.0	1760
tt0067322	7.2	310
tt0067323	6.2	340
tt0067324	8.0	2514
tt0067325	4.4	21
tt0067326	7.0	161
tt0067327	6.3	1740
tt0067328	8.0	41853
tt0067329	6.4	1327
tt0067330	5.0	7
tt0067331	6.4	76
tt0067332	6.0	81
tt0067333	7.0	4177
tt0067334	6.8	9200
tt0067336	7.7	40
tt0067337	6.0	7
tt0067338	7.2	14
tt0067339	6.8	22
tt0067340	4.7	24
tt0067341	6.4	7239
tt0067342	6.2	17
tt0067343	5.9	79
tt0067344	3.2	17
tt0067345	6.1	1286
tt0067346	6.6	17
tt0067347	7.1	7
tt0067349	6.9	95
tt0067350	7.0	2486
tt0067351	7.1	174
tt0067352	4.4	104
tt0067354	5.0	284
tt0067355	7.5	19528
tt0067356	3.9	19
tt0067357	6.9	437
tt0067358	6.8	47
tt0067359	4.9	272
tt0067360	5.6	55
tt0067361	6.9	4399
tt0067362	6.3	34
tt0067364	5.1	10
tt0067365	5.5	78
tt0067367	5.8	2353
tt0067369	4.4	67
tt0067372	7.4	12459
tt0067373	3.9	37
tt0067374	7.2	17
tt0067375	6.3	838
tt0067376	6.6	58
tt0067377	6.4	304
tt0067379	6.1	22
tt0067380	7.2	18
tt0067381	5.4	343
tt0067382	5.6	427
tt0067383	6.0	92
tt0067384	6.7	2688
tt0067385	6.1	710
tt0067386	6.9	1292
tt0067388	6.8	2692
tt0067389	6.5	48
tt0067390	5.2	170
tt0067391	7.0	23
tt0067392	6.1	52
tt0067394	7.0	52
tt0067395	5.9	254
tt0067396	5.0	688
tt0067397	6.6	1276
tt0067398	6.2	137
tt0067399	6.8	17
tt0067400	4.7	139
tt0067402	7.2	3921
tt0067403	7.0	57
tt0067404	6.3	73
tt0067405	6.1	205
tt0067407	7.9	27
tt0067408	7.5	59
tt0067409	7.3	2100
tt0067410	5.5	54
tt0067411	7.7	21813
tt0067412	4.8	34
tt0067414	6.0	38
tt0067415	6.1	91
tt0067416	7.1	9
tt0067417	5.1	90
tt0067418	7.6	2594
tt0067419	6.1	2280
tt0067421	7.4	505
tt0067422	6.5	399
tt0067423	6.5	22
tt0067424	6.2	63
tt0067425	7.1	429
tt0067427	4.2	27
tt0067428	8.8	5
tt0067429	7.5	3290
tt0067430	6.0	17
tt0067431	7.0	178
tt0067432	5.7	267
tt0067433	7.3	4073
tt0067434	6.5	914
tt0067435	4.9	14
tt0067436	6.5	339
tt0067437	6.3	519
tt0067438	5.8	23
tt0067439	7.6	2584
tt0067440	6.1	101
tt0067441	5.1	13
tt0067442	6.0	31
tt0067443	5.2	307
tt0067445	7.4	18569
tt0067446	6.6	1537
tt0067447	6.4	41
tt0067449	6.9	80
tt0067451	5.6	397
tt0067452	5.8	59
tt0067453	3.9	243
tt0067454	6.7	2979
tt0067455	6.0	190
tt0067456	7.5	246
tt0067457	5.3	1171
tt0067458	6.8	2962
tt0067459	5.8	30
tt0067460	7.8	10
tt0067461	5.6	5
tt0067462	5.7	45
tt0067463	6.1	158
tt0067464	7.5	1129
tt0067465	4.8	76
tt0067467	7.0	1441
tt0067468	8.8	32
tt0067469	6.3	211
tt0067470	6.4	42
tt0067471	6.0	37
tt0067472	7.9	16
tt0067473	6.0	60
tt0067474	6.4	17
tt0067475	6.7	46
tt0067476	5.0	97
tt0067477	5.3	79
tt0067478	7.0	94
tt0067479	3.5	432
tt0067480	3.8	265
tt0067481	6.4	221
tt0067482	7.4	4990
tt0067483	7.2	4373
tt0067484	7.6	1731
tt0067485	6.5	31
tt0067486	6.3	891
tt0067487	5.8	2125
tt0067488	5.9	233
tt0067489	5.9	661
tt0067490	7.6	5321
tt0067491	5.6	1389
tt0067492	6.8	10
tt0067493	6.6	10
tt0067494	8.0	8
tt0067495	5.6	37
tt0067497	6.0	76
tt0067498	4.6	39
tt0067499	6.8	16
tt0067500	6.2	5252
tt0067502	5.6	45
tt0067503	6.2	631
tt0067504	8.9	59
tt0067505	5.2	102
tt0067506	6.8	45
tt0067508	4.9	212
tt0067509	7.8	35
tt0067510	4.3	31
tt0067511	5.3	606
tt0067512	4.9	75
tt0067513	6.0	583
tt0067514	8.0	22
tt0067515	3.5	921
tt0067516	5.3	15
tt0067517	7.7	1645
tt0067518	7.1	12
tt0067520	6.1	381
tt0067521	5.1	15
tt0067522	7.4	59
tt0067523	7.0	299
tt0067524	7.2	2042
tt0067525	6.5	28664
tt0067526	5.2	100
tt0067527	7.8	1249
tt0067528	6.2	1613
tt0067529	7.4	106
tt0067530	7.1	524
tt0067531	5.8	453
tt0067532	6.1	167
tt0067533	4.0	20
tt0067534	7.7	19
tt0067535	6.0	1506
tt0067537	5.9	45
tt0067538	5.4	45
tt0067539	6.9	81
tt0067540	7.4	77
tt0067541	7.7	10301
tt0067542	7.6	39
tt0067544	5.6	128
tt0067545	7.3	27
tt0067546	7.3	1458
tt0067548	7.3	15
tt0067549	7.1	15963
tt0067550	5.1	51
tt0067551	6.0	355
tt0067552	8.1	10
tt0067553	6.4	56
tt0067554	6.1	59
tt0067555	6.9	181
tt0067556	5.1	44
tt0067557	6.2	5
tt0067559	5.5	275
tt0067561	5.4	12
tt0067562	5.7	7
tt0067563	7.1	52
tt0067564	6.2	55
tt0067565	7.1	468
tt0067567	6.2	24
tt0067568	4.5	279
tt0067569	5.3	10
tt0067570	7.0	451
tt0067571	7.1	223
tt0067572	7.2	314
tt0067573	5.9	14
tt0067574	5.2	17
tt0067575	6.2	31
tt0067576	5.9	63
tt0067577	6.0	106
tt0067578	6.4	99
tt0067579	6.6	113
tt0067580	6.8	1181
tt0067581	6.2	99
tt0067582	6.4	101
tt0067583	4.5	91
tt0067584	6.4	509
tt0067585	6.9	200
tt0067586	6.2	20
tt0067587	7.4	743
tt0067588	7.0	25357
tt0067589	6.6	2300
tt0067591	6.2	600
tt0067592	5.9	1647
tt0067593	7.2	255
tt0067594	3.9	422
tt0067595	7.6	2380
tt0067596	6.8	38
tt0067597	6.4	9
tt0067598	4.1	25
tt0067600	3.4	16
tt0067601	5.8	888
tt0067602	6.2	622
tt0067603	7.8	9
tt0067604	5.9	119
tt0067605	5.8	13
tt0067606	4.7	174
tt0067607	8.0	38
tt0067608	5.9	239
tt0067609	6.4	34
tt0067610	6.2	2105
tt0067611	8.8	15
tt0067612	7.5	47
tt0067613	7.8	6
tt0067614	5.8	6
tt0067616	6.0	136
tt0067618	4.6	167
tt0067619	7.3	15
tt0067620	6.4	180
tt0067621	4.2	19
tt0067622	6.0	347
tt0067624	8.0	5
tt0067625	7.9	1929
tt0067626	5.7	88
tt0067627	5.7	6
tt0067628	3.9	37
tt0067629	5.7	95
tt0067630	5.8	2409
tt0067631	6.3	293
tt0067632	5.9	135
tt0067633	7.8	6136
tt0067634	6.1	331
tt0067635	7.1	60
tt0067636	6.1	77
tt0067637	5.3	1029
tt0067638	4.2	136
tt0067639	4.0	196
tt0067640	6.2	31
tt0067641	7.4	2094
tt0067642	4.1	18
tt0067643	5.1	277
tt0067644	6.9	120
tt0067645	6.5	478
tt0067646	6.2	6
tt0067647	6.5	6611
tt0067648	8.0	44
tt0067649	7.4	494
tt0067650	5.6	2035
tt0067651	5.9	37
tt0067652	7.1	350
tt0067654	6.2	22
tt0067655	7.1	101
tt0067656	6.6	9208
tt0067657	5.4	33
tt0067658	6.0	1064
tt0067659	6.9	384
tt0067660	6.1	20
tt0067661	4.5	33
tt0067662	6.3	21
tt0067663	5.1	103
tt0067664	9.4	5
tt0067665	7.1	82
tt0067667	7.0	378
tt0067668	6.9	194
tt0067669	5.5	244
tt0067670	6.5	123
tt0067671	5.8	1085
tt0067672	5.7	1650
tt0067673	6.0	134
tt0067674	5.5	53
tt0067675	7.1	52
tt0067676	3.7	112
tt0067677	6.3	579
tt0067678	6.8	53
tt0067680	7.4	9
tt0067681	6.9	450
tt0067682	4.4	121
tt0067683	6.4	65
tt0067685	6.9	169
tt0067686	5.2	219
tt0067688	5.6	9
tt0067690	6.6	4835
tt0067691	5.8	34
tt0067692	6.9	29
tt0067693	5.6	30
tt0067694	7.2	46
tt0067695	6.2	35
tt0067696	6.4	1899
tt0067698	7.8	2717
tt0067699	5.2	975
tt0067701	7.1	571
tt0067702	7.9	26
tt0067703	6.7	90
tt0067704	6.5	157
tt0067705	6.8	455
tt0067706	5.8	36
tt0067707	6.0	193
tt0067708	5.8	345
tt0067709	6.2	9
tt0067710	5.7	197
tt0067711	5.8	150
tt0067712	6.0	100
tt0067713	6.2	4970
tt0067714	5.1	116
tt0067715	4.9	15
tt0067716	5.7	1253
tt0067717	4.3	358
tt0067718	4.5	36
tt0067719	6.6	188
tt0067721	7.0	520
tt0067722	5.1	35
tt0067723	5.6	34
tt0067725	5.5	228
tt0067726	5.9	20
tt0067727	6.7	2847
tt0067728	7.5	103
tt0067729	7.9	1037
tt0067730	6.2	110
tt0067731	7.2	283
tt0067732	6.2	1152
tt0067733	7.1	110
tt0067736	5.7	334
tt0067738	5.3	318
tt0067739	3.2	193
tt0067740	6.8	48
tt0067741	6.6	16684
tt0067742	7.1	146
tt0067743	9.1	15
tt0067744	6.0	271
tt0067745	6.0	20
tt0067746	6.7	64
tt0067749	5.6	180
tt0067750	6.2	1597
tt0067751	6.4	21
tt0067752	4.5	20
tt0067753	4.1	149
tt0067754	7.3	160
tt0067755	7.2	917
tt0067756	6.7	26473
tt0067757	6.0	702
tt0067758	4.5	26
tt0067760	7.2	6
tt0067761	5.4	88
tt0067763	7.0	1469
tt0067764	5.7	98
tt0067765	5.0	43
tt0067766	6.5	26
tt0067767	8.2	356
tt0067768	4.9	14
tt0067769	7.0	273
tt0067770	6.9	8048
tt0067771	5.8	264
tt0067772	7.1	9
tt0067773	6.0	1189
tt0067774	7.0	3506
tt0067777	5.4	91
tt0067778	7.7	8828
tt0067779	4.8	25
tt0067780	4.0	37
tt0067781	4.2	44
tt0067782	7.3	306
tt0067783	5.4	66
tt0067784	4.6	9
tt0067786	5.1	7
