"id","entityA.id","entityA.type","entityB.id","entityB.type","from","to"
"33_229_0","33","Dragon","229","Dragon","-1089327657626","-1089322497626","552"
"33_229_1","33","Dragon","229","Dragon","-403961190213","-403958790213","597"
"122_229_6","122","Dragon","229","Dragon","-1326798298892","-1326797338892","417"
"215_229_2","215","Dragon","229","Dragon","702883056171","702888996171","211"
"215_229_3","215","Dragon","229","Dragon","918644835800","918649935800","474"
"215_229_4","215","Dragon","229","Dragon","900875416973","900879436973","624"
"18_230_2","18","Dragon","230","Dragon","-1947681174455","-1947678174455","114"
"18_230_5","18","Dragon","230","Dragon","-1538659853675","-1538658113675","117"
"29_230_3","29","Dragon","230","Dragon","-976575919166","-976573999166","604"
"52_230_2","52","Dragon","230","Dragon","858557372071","858559952071","373"
"52_230_5","52","Dragon","230","Dragon","-2207632140655","-2207629440655","239"
"177_231_1","177","Dragon","231","Dragon","511091648805","511092248805","598"
"148_231_0","148","Dragon","231","Dragon","-1709925229423","-1709924389423","635"
"148_231_2","148","Dragon","231","Dragon","936681653663","936684413663","103"
"199_231_2","199","Dragon","231","Dragon","-435920706263","-435919206263","629"
"35_232_0","35","Dragon","232","Dragon","-58164559421","-58161139421","315"
"35_232_1","35","Dragon","232","Dragon","-1621944481021","-1621939861021","582"
"35_232_2","35","Dragon","232","Dragon","-840282632358","-840276992358","313"
"107_232_0","107","Dragon","232","Dragon","-1657838385465","-1657837245465","182"
"102_233_2","102","Dragon","233","Dragon","-1117366897980","-1117364017980","132"
"102_233_4","102","Dragon","233","Dragon","572966219902","572968859902","629"
"213_233_0","213","Dragon","233","Dragon","-1996890337092","-1996884397092","660"
"213_233_1","213","Dragon","233","Dragon","865565409225","865566729225","232"
"149_233_5","149","Dragon","233","Dragon","-1784277807311","-1784274507311","665"
"74_234_0","74","Dragon","234","Dragon","247906324835","247906624835","313"
"6_234_1","6","Dragon","234","Dragon","-1776471807122","-1776471627122","124"
"9_234_0","9","Dragon","234","Dragon","448142219661","448146419661","645"
"7_235_2","7","Dragon","235","Dragon","75328573341","75333193341","134"
"172_235_1","172","Dragon","235","Dragon","579174820013","579179140013","548"
"172_235_2","172","Dragon","235","Dragon","-978792263320","-978791723320","447"
"173_235_1","173","Dragon","235","Dragon","-662971283265","-662970323265","174"
"173_235_2","173","Dragon","235","Dragon","583780027220","583781587220","326"
"61_236_0","61","Dragon","236","Dragon","-484903424664","-484899764664","391"
"163_236_0","163","Dragon","236","Dragon","-977350258960","-977348938960","285"
"18_237_1","18","Dragon","237","Dragon","472890127871","472891207871","464"
"18_237_2","18","Dragon","237","Dragon","-291965657851","-291962057851","658"
"176_238_1","176","Dragon","238","Dragon","-900720898419","-900715798419","680"
"22_238_1","22","Dragon","238","Dragon","-1267512213983","-1267507113983","601"
"171_238_1","171","Dragon","238","Dragon","-874930275385","-874929675385","574"
"171_238_3","171","Dragon","238","Dragon","815820746509","815824106509","698"
"51_239_1","51","Dragon","239","Dragon","-1414896198606","-1414893678606","147"
"97_239_1","97","Dragon","239","Dragon","777004728334","777007428334","131"
"44_239_0","44","Dragon","239","Dragon","-148821679780","-148817719780","418"
"44_239_1","44","Dragon","239","Dragon","-1574822990675","-1574818010675","212"
"0_240_3","0","Dragon","240","Dragon","-972098905526","-972097645526","423"
"153_240_0","153","Dragon","240","Dragon","-1204130909126","-1204127669126","340"
"93_240_3","93","Dragon","240","Dragon","870286704884","870287784884","465"
"93_240_6","93","Dragon","240","Dragon","-177450227123","-177448487123","517"
"93_240_7","93","Dragon","240","Dragon","-383605641352","-383600121352","433"
"175_241_3","175","Dragon","241","Dragon","752867432166","752872052166","427"
"175_241_4","175","Dragon","241","Dragon","125366133259","125368713259","426"
"175_241_5","175","Dragon","241","Dragon","635259955084","635263495084","220"
"6_241_0","6","Dragon","241","Dragon","-275596925459","-275591225459","250"
"194_241_2","194","Dragon","241","Dragon","-1645162424689","-1645160444689","164"
"21_242_2","21","Dragon","242","Dragon","-1954479540941","-1954477380941","278"
"126_242_5","126","Dragon","242","Dragon","-375992288625","-375986768625","169"
"8_243_2","8","Dragon","243","Dragon","-771806357023","-771805817023","649"
"8_243_4","8","Dragon","243","Dragon","-7172419910","-7170379910","192"
"137_243_0","137","Dragon","243","Dragon","-1438681312020","-1438680892020","216"
"137_243_6","137","Dragon","243","Dragon","1869242827","1870622827","181"
"137_243_7","137","Dragon","243","Dragon","-1461437900717","-1461433580717","125"
"49_243_2","49","Dragon","243","Dragon","-328705404014","-328704684014","342"
"91_244_0","91","Dragon","244","Dragon","-1712618559699","-1712616999699","423"
"91_244_2","91","Dragon","244","Dragon","-1695881116545","-1695880216545","626"
"185_244_4","185","Dragon","244","Dragon","391829555730","391830515730","322"
"185_244_5","185","Dragon","244","Dragon","87893133162","87896973162","473"
"185_244_6","185","Dragon","244","Dragon","-283984131578","-283978851578","368"
"185_244_7","185","Dragon","244","Dragon","740773563918","740778843918","198"
"8_245_2","8","Dragon","245","Dragon","-1377637505259","-1377636965259","539"
"172_245_1","172","Dragon","245","Dragon","256284963200","256289463200","104"
"172_245_2","172","Dragon","245","Dragon","922036524930","922041204930","615"
"172_245_6","172","Dragon","245","Dragon","370321661849","370322381849","149"
"234_246_1","234","Dragon","246","Dragon","-405846628157","-405841048157","605"
"97_246_0","97","Dragon","246","Dragon","522088390506","522093550506","209"
"97_246_1","97","Dragon","246","Dragon","184159163601","184163003601","380"
"97_246_3","97","Dragon","246","Dragon","-1992133976163","-1992128036163","315"
"109_246_1","109","Dragon","246","Dragon","877372714457","877372954457","554"
"22_247_1","22","Dragon","247","Dragon","-866284348515","-866283988515","512"
"64_247_1","64","Dragon","247","Dragon","-900620601957","-900619701957","121"
"2_247_0","2","Dragon","247","Dragon","812756902937","812757982937","454"
"2_247_3","2","Dragon","247","Dragon","641801365469","641805865469","530"
"7_248_0","7","Dragon","248","Dragon","-1400764019663","-1400758319663","639"
"7_248_3","7","Dragon","248","Dragon","-899677299371","-899674059371","502"
"233_248_1","233","Dragon","248","Dragon","-1579081315182","-1579080415182","528"
"31_248_2","31","Dragon","248","Dragon","-1478227277497","-1478227037497","443"
"100_249_0","100","Dragon","249","Dragon","-138681510965","-138678510965","645"
"100_249_2","100","Dragon","249","Dragon","-1650640518387","-1650638598387","699"
"100_249_4","100","Dragon","249","Dragon","-1771207042255","-1771205842255","579"
"22_249_0","22","Dragon","249","Dragon","863620832808","863623472808","561"
"97_249_1","97","Dragon","249","Dragon","-1165710222682","-1165704642682","620"
"183_250_3","183","Dragon","250","Dragon","681662746408","681664846408","643"
"183_250_5","183","Dragon","250","Dragon","-1008833555574","-1008829775574","166"
"183_250_6","183","Dragon","250","Dragon","-2133493283298","-2133491423298","664"
"183_250_7","183","Dragon","250","Dragon","-900479623969","-900479023969","469"
"113_250_3","113","Dragon","250","Dragon","-1937208624518","-1937208204518","608"
"52_250_1","52","Dragon","250","Dragon","-1334587886233","-1334586266233","250"
"52_250_2","52","Dragon","250","Dragon","37036099002","37040779002","151"
"52_250_3","52","Dragon","250","Dragon","-806204322589","-806203062589","590"
"52_250_4","52","Dragon","250","Dragon","116003117466","116008817466","454"
"119_251_1","119","Dragon","251","Dragon","860907975728","860911275728","507"
"119_251_7","119","Dragon","251","Dragon","-1795148778828","-1795145598828","508"
"37_251_2","37","Dragon","251","Dragon","-1197438215039","-1197433355039","310"
"138_252_0","138","Dragon","252","Dragon","-1785396879529","-1785393339529","206"
"138_252_1","138","Dragon","252","Dragon","-1982565446611","-1982565026611","225"
"138_252_2","138","Dragon","252","Dragon","-1766800648786","-1766795368786","524"
"70_252_0","70","Dragon","252","Dragon","807476299956","807476599956","678"
"70_252_2","70","Dragon","252","Dragon","720668307641","720672747641","511"
"70_252_3","70","Dragon","252","Dragon","-933846360727","-933843780727","212"
"189_252_1","189","Dragon","252","Dragon","171379725776","171382545776","590"
"189_252_3","189","Dragon","252","Dragon","-1102479934728","-1102475014728","174"
"7_253_0","7","Dragon","253","Dragon","-1704562222393","-1704557842393","234"
"7_253_1","7","Dragon","253","Dragon","401254720055","401254900055","149"
"7_253_4","7","Dragon","253","Dragon","334379309469","334381529469","102"
"197_253_1","197","Dragon","253","Dragon","382116263439","382117823439","464"
"197_253_3","197","Dragon","253","Dragon","-90935615225","-90934115225","208"
"21_253_2","21","Dragon","253","Dragon","-120700847298","-120696107298","583"
"21_253_3","21","Dragon","253","Dragon","-1878789806285","-1878787886285","608"
"23_254_1","23","Dragon","254","Dragon","878417180475","878417960475","308"
"4_254_1","4","Dragon","254","Dragon","-2161408981757","-2161408381757","322"
"4_254_2","4","Dragon","254","Dragon","191384539159","191386219159","192"
"4_254_3","4","Dragon","254","Dragon","938491675916","938492095916","687"
"4_254_5","4","Dragon","254","Dragon","4018656033","4020876033","591"
"4_254_6","4","Dragon","254","Dragon","-1370027407352","-1370021767352","541"
"202_254_0","202","Dragon","254","Dragon","381059154585","381063534585","637"
"202_254_4","202","Dragon","254","Dragon","696664231614","696666451614","698"
"183_255_6","183","Dragon","255","Dragon","-465341960267","-465336020267","367"
"183_255_7","183","Dragon","255","Dragon","62835107942","62837747942","136"
"85_255_0","85","Dragon","255","Dragon","-1075026920016","-1075025660016","543"
"85_255_1","85","Dragon","255","Dragon","-2000269634420","-2000267354420","568"
"52_255_0","52","Dragon","255","Dragon","-681158302526","-681153742526","427"
"52_255_3","52","Dragon","255","Dragon","-1676017313489","-1676015333489","185"
"52_255_5","52","Dragon","255","Dragon","569349411250","569350671250","496"
"28_256_2","28","Dragon","256","Dragon","737021709929","737027229929","155"
"214_256_2","214","Dragon","256","Dragon","-2097671850393","-2097671730393","682"
"37_256_5","37","Dragon","256","Dragon","-957507123658","-957504483658","543"
"57_257_0","57","Dragon","257","Dragon","-123652534654","-123649174654","144"
"57_257_3","57","Dragon","257","Dragon","-1513815049931","-1513809589931","693"
"57_257_5","57","Dragon","257","Dragon","2160107307","2161307307","483"
"106_257_2","106","Dragon","257","Dragon","-1876685838396","-1876684518396","675"
"112_257_0","112","Dragon","257","Dragon","-1334963432236","-1334960192236","319"
"112_257_4","112","Dragon","257","Dragon","-1092091018357","-1092088678357","480"
"23_258_1","23","Dragon","258","Dragon","-1557993857765","-1557989717765","173"
"25_259_1","25","Dragon","259","Dragon","-1625876102623","-1625875502623","629"
"25_259_2","25","Dragon","259","Dragon","-1060010154295","-1060004814295","156"
"38_259_1","38","Dragon","259","Dragon","42836393814","42839573814","625"
"160_259_0","160","Dragon","259","Dragon","-1412749829335","-1412744369335","375"
"160_259_1","160","Dragon","259","Dragon","-495531122189","-495525362189","353"
"93_260_3","93","Dragon","260","Dragon","-1086733520964","-1086730400964","549"
"93_260_4","93","Dragon","260","Dragon","-406553991931","-406549911931","196"
"4_260_2","4","Dragon","260","Dragon","-1074835841786","-1074832421786","424"
"104_260_1","104","Dragon","260","Dragon","191800682163","191805062163","470"
"4_261_0","4","Dragon","261","Dragon","789792277066","789795097066","483"
"4_261_1","4","Dragon","261","Dragon","905246161943","905251141943","370"
"51_261_3","51","Dragon","261","Dragon","-61854222253","-61850802253","253"
"231_261_0","231","Dragon","261","Dragon","-1012543686678","-1012542186678","424"
"30_262_3","30","Dragon","262","Dragon","-2176081658172","-2176076378172","265"
"6_262_3","6","Dragon","262","Dragon","-1622444885182","-1622439005182","505"
"6_262_6","6","Dragon","262","Dragon","-1015322133350","-1015321053350","632"
"24_263_1","24","Dragon","263","Dragon","128281932796","128286252796","488"
"24_263_5","24","Dragon","263","Dragon","416070819649","416073639649","232"
"184_264_6","184","Dragon","264","Dragon","-2097174727420","-2097172687420","146"
"184_264_7","184","Dragon","264","Dragon","657120070747","657120130747","498"
"30_264_1","30","Dragon","264","Dragon","-8837814942","-8836614942","111"
"30_264_3","30","Dragon","264","Dragon","-748564898681","-748562678681","665"
"30_264_4","30","Dragon","264","Dragon","-690489942031","-690484242031","632"
"30_264_6","30","Dragon","264","Dragon","793255658892","793259198892","576"
"173_264_1","173","Dragon","264","Dragon","-1288023812522","-1288018952522","533"
"173_264_2","173","Dragon","264","Dragon","781578479152","781583459152","106"
"101_265_1","101","Dragon","265","Dragon","312542189686","312546989686","381"
"101_265_3","101","Dragon","265","Dragon","-85004570494","-85000490494","249"
"101_265_5","101","Dragon","265","Dragon","-281268176885","-281262956885","681"
"101_265_6","101","Dragon","265","Dragon","213772721035","213774881035","415"
"21_265_0","21","Dragon","265","Dragon","278755734878","278757834878","382"
"21_265_1","21","Dragon","265","Dragon","-1924598049378","-1924592949378","288"
"21_265_5","21","Dragon","265","Dragon","15457141394","15461941394","614"
"203_266_1","203","Dragon","266","Dragon","-1875763308044","-1875758568044","553"
"19_266_5","19","Dragon","266","Dragon","-413399868463","-413398668463","398"
"26_266_2","26","Dragon","266","Dragon","699034921069","699038761069","360"
"96_267_1","96","Dragon","267","Dragon","-276036209675","-276032189675","242"
"96_267_3","96","Dragon","267","Dragon","-249360935422","-249356735422","200"
"73_267_0","73","Dragon","267","Dragon","-1079040226847","-1079039266847","486"
"73_267_3","73","Dragon","267","Dragon","477157328858","477159248858","481"
"73_267_6","73","Dragon","267","Dragon","-469886919979","-469885719979","557"
"23_267_0","23","Dragon","267","Dragon","115931157588","115932357588","242"
"23_267_1","23","Dragon","267","Dragon","-3873576273","-3873216273","335"
"23_267_2","23","Dragon","267","Dragon","-1472028299020","-1472023739020","321"
"23_267_3","23","Dragon","267","Dragon","-901221790763","-901218010763","699"
"23_267_4","23","Dragon","267","Dragon","-1848838534310","-1848834334310","370"
"74_268_2","74","Dragon","268","Dragon","-1132368422119","-1132364162119","359"
"74_268_3","74","Dragon","268","Dragon","827329296617","827335116617","231"
"224_268_0","224","Dragon","268","Dragon","-349663562332","-349661582332","182"
"224_268_1","224","Dragon","268","Dragon","-1188315386303","-1188313706303","174"
"11_268_2","11","Dragon","268","Dragon","-673039434420","-673036254420","266"
"58_269_2","58","Dragon","269","Dragon","-1640269692525","-1640266572525","454"
"58_269_4","58","Dragon","269","Dragon","488213172496","488217852496","306"
"58_269_5","58","Dragon","269","Dragon","-2182555993371","-2182551313371","185"
"11_269_2","11","Dragon","269","Dragon","882224213154","882228173154","463"
"73_269_1","73","Dragon","269","Dragon","-748589659928","-748585339928","358"
"143_270_0","143","Dragon","270","Dragon","483748874872","483753554872","165"
"143_270_2","143","Dragon","270","Dragon","-1974010340818","-1974007640818","428"
"113_270_2","113","Dragon","270","Dragon","-1931926241978","-1931922881978","404"
"76_270_0","76","Dragon","270","Dragon","-220673881439","-220667881439","349"
"76_270_2","76","Dragon","270","Dragon","-452086476003","-452081676003","217"
"76_270_3","76","Dragon","270","Dragon","-605493694646","-605487754646","337"
"8_271_4","8","Dragon","271","Dragon","-1009486931565","-1009486571565","381"
"8_271_5","8","Dragon","271","Dragon","220624341071","220629801071","154"
"22_271_1","22","Dragon","271","Dragon","178259557719","178262197719","661"
"22_271_3","22","Dragon","271","Dragon","-1992778992707","-1992775992707","156"
"22_271_4","22","Dragon","271","Dragon","581132773747","581132893747","413"
"15_271_1","15","Dragon","271","Dragon","-1422367316521","-1422367136521","494"
"15_271_4","15","Dragon","271","Dragon","832267214643","832270214643","551"
"259_272_0","259","Dragon","272","Dragon","-812516185235","-812511865235","418"
"259_272_2","259","Dragon","272","Dragon","-1183603149051","-1183601829051","647"
"27_272_0","27","Dragon","272","Dragon","-1889445164511","-1889439824511","446"
"27_272_6","27","Dragon","272","Dragon","-2077971734588","-2077967234588","360"
"97_272_4","97","Dragon","272","Dragon","-1575213022089","-1575208462089","572"
"97_272_6","97","Dragon","272","Dragon","22633063674","22633363674","622"
"11_273_2","11","Dragon","273","Dragon","-461900895688","-461899395688","385"
"80_273_1","80","Dragon","273","Dragon","365110981720","365114521720","216"
"80_273_2","80","Dragon","273","Dragon","-2073939428652","-2073938888652","133"
"230_273_2","230","Dragon","273","Dragon","-1712030087534","-1712029547534","500"
"230_273_3","230","Dragon","273","Dragon","-1200722609598","-1200718829598","450"
"117_274_0","117","Dragon","274","Dragon","-1238816455938","-1238815255938","320"
"117_274_1","117","Dragon","274","Dragon","68258041704","68261521704","322"
"21_274_2","21","Dragon","274","Dragon","-1428881391504","-1428880431504","446"
"21_274_3","21","Dragon","274","Dragon","808740743900","808743803900","506"
"21_274_4","21","Dragon","274","Dragon","327367372883","327371632883","549"
"21_274_6","21","Dragon","274","Dragon","-423159170980","-423157550980","629"
"26_274_1","26","Dragon","274","Dragon","-774464513062","-774463613062","605"
"262_275_2","262","Dragon","275","Dragon","-1553452389660","-1553446989660","251"
"73_275_0","73","Dragon","275","Dragon","-1223965283643","-1223964443643","533"
"73_275_2","73","Dragon","275","Dragon","-1219219181621","-1219216421621","580"
"4_276_3","4","Dragon","276","Dragon","-636568487163","-636565127163","150"
"129_276_1","129","Dragon","276","Dragon","843877191184","843879231184","166"
"129_276_2","129","Dragon","276","Dragon","-1486726381239","-1486720861239","138"
"129_276_3","129","Dragon","276","Dragon","-1550970002391","-1550969762391","339"
"202_276_3","202","Dragon","276","Dragon","-2202698105249","-2202694565249","188"
"106_277_0","106","Dragon","277","Dragon","-347502425535","-347501465535","396"
"6_278_5","6","Dragon","278","Dragon","-1696405528940","-1696402528940","203"
"96_278_0","96","Dragon","278","Dragon","580650080851","580651520851","176"
"8_279_0","8","Dragon","279","Dragon","-1262732509743","-1262726869743","480"
"8_279_2","8","Dragon","279","Dragon","-1225691467360","-1225691227360","372"
"93_279_2","93","Dragon","279","Dragon","-567245718432","-567242238432","231"
"25_279_0","25","Dragon","279","Dragon","-479239532868","-479234252868","365"
"25_279_1","25","Dragon","279","Dragon","333534312929","333540072929","684"
"22_280_0","22","Dragon","280","Dragon","327472457063","327475697063","238"
"85_280_2","85","Dragon","280","Dragon","-615884508862","-615882108862","363"
"169_280_1","169","Dragon","280","Dragon","281257906981","281262946981","479"
"40_281_2","40","Dragon","281","Dragon","-806132769649","-806131269649","193"
"79_281_2","79","Dragon","281","Dragon","-1878849758294","-1878849458294","652"
"46_281_0","46","Dragon","281","Dragon","-78793182318","-78791982318","136"
"46_281_3","46","Dragon","281","Dragon","-1831299845589","-1831294805589","522"
"126_282_0","126","Dragon","282","Dragon","-1002137850843","-1002137550843","430"
"126_282_1","126","Dragon","282","Dragon","-272339160574","-272338380574","423"
"126_282_3","126","Dragon","282","Dragon","-691511918725","-691507358725","419"
"7_282_0","7","Dragon","282","Dragon","7678495682","7679695682","537"
"7_282_2","7","Dragon","282","Dragon","-1325892819933","-1325887299933","622"
"7_282_7","7","Dragon","282","Dragon","-1755002961783","-1755000741783","662"
"49_283_4","49","Dragon","283","Dragon","351042534708","351046734708","216"
"49_283_6","49","Dragon","283","Dragon","353982672906","353988252906","680"
"82_283_1","82","Dragon","283","Dragon","-1442667230457","-1442665010457","450"
"82_283_3","82","Dragon","283","Dragon","722831291946","722831891946","480"
"82_283_4","82","Dragon","283","Dragon","-25710927967","-25706187967","593"
"82_283_6","82","Dragon","283","Dragon","-1522010482725","-1522006342725","304"
"199_283_1","199","Dragon","283","Dragon","-1355975856541","-1355974116541","380"
"69_284_4","69","Dragon","284","Dragon","-2119605197602","-2119599617602","126"
"96_284_1","96","Dragon","284","Dragon","634076292167","634076712167","366"
"96_284_3","96","Dragon","284","Dragon","-812040605496","-812039705496","599"
"8_285_1","8","Dragon","285","Dragon","-1496807931909","-1496802291909","495"
"51_285_1","51","Dragon","285","Dragon","115035987103","115040847103","501"
"51_285_2","51","Dragon","285","Dragon","-580699523714","-580694003714","453"
"51_285_3","51","Dragon","285","Dragon","446242736440","446247176440","483"
"249_285_0","249","Dragon","285","Dragon","-582750836821","-582745016821","401"
"7_286_0","7","Dragon","286","Dragon","-1490720247418","-1490714487418","255"
"112_286_5","112","Dragon","286","Dragon","-1977744110872","-1977739790872","638"
"47_286_1","47","Dragon","286","Dragon","-1646991318985","-1646991258985","508"
"47_286_2","47","Dragon","286","Dragon","-1043125881113","-1043124561113","286"
"47_286_3","47","Dragon","286","Dragon","308487620239","308488460239","339"
"47_286_4","47","Dragon","286","Dragon","715308217297","715314157297","304"
"147_287_2","147","Dragon","287","Dragon","905847328013","905848528013","469"
"147_287_4","147","Dragon","287","Dragon","-1197340406380","-1197335426380","525"
"147_287_7","147","Dragon","287","Dragon","533219302640","533224762640","359"
"192_288_4","192","Dragon","288","Dragon","-963921901354","-963917281354","251"
"57_288_2","57","Dragon","288","Dragon","-1199767845908","-1199762805908","455"
"13_288_1","13","Dragon","288","Dragon","26271043943","26274163943","299"
"19_289_1","19","Dragon","289","Dragon","-582820223080","-582818483080","123"
"19_289_4","19","Dragon","289","Dragon","-1565234593129","-1565234113129","473"
"61_289_1","61","Dragon","289","Dragon","-663255209791","-663251789791","656"
"61_289_4","61","Dragon","289","Dragon","411162960477","411164820477","486"
"61_289_5","61","Dragon","289","Dragon","-2200765585107","-2200765465107","133"
"275_289_1","275","Dragon","289","Dragon","-20888220017","-20885820017","146"
"275_289_3","275","Dragon","289","Dragon","-129454232342","-129452252342","209"
"15_290_0","15","Dragon","290","Dragon","-863673671273","-863670551273","319"
"15_290_1","15","Dragon","290","Dragon","-643157504928","-643156304928","639"
"30_290_1","30","Dragon","290","Dragon","-1935527694574","-1935524814574","505"
"30_290_3","30","Dragon","290","Dragon","78020559529","78026499529","240"
"55_290_2","55","Dragon","290","Dragon","-426029879146","-426025499146","278"
"55_290_3","55","Dragon","290","Dragon","406740037846","406744597846","430"
"284_291_3","284","Dragon","291","Dragon","-1578744213957","-1578741273957","384"
"234_291_2","234","Dragon","291","Dragon","816355796512","816358916512","469"
"16_292_0","16","Dragon","292","Dragon","-1102078663700","-1102074763700","414"
"16_292_1","16","Dragon","292","Dragon","338595727243","338600947243","516"
"16_292_3","16","Dragon","292","Dragon","-1267081168662","-1267078528662","244"
"16_292_5","16","Dragon","292","Dragon","-512821608417","-512818848417","658"
"5_292_0","5","Dragon","292","Dragon","-1790003250345","-1789998750345","692"
"5_292_1","5","Dragon","292","Dragon","447906365868","447910925868","671"
"5_292_5","5","Dragon","292","Dragon","-1936849445613","-1936847405613","291"
"5_292_6","5","Dragon","292","Dragon","-456590320081","-456590200081","454"
"5_292_7","5","Dragon","292","Dragon","-1719341065676","-1719335185676","534"
"225_292_2","225","Dragon","292","Dragon","-1760016775204","-1760015515204","356"
"225_292_4","225","Dragon","292","Dragon","589136425242","589139785242","484"
"225_292_6","225","Dragon","292","Dragon","-925841789666","-925838369666","430"
"133_293_0","133","Dragon","293","Dragon","801154664608","801156764608","686"
"133_293_1","133","Dragon","293","Dragon","291442816369","291446656369","582"
"71_293_1","71","Dragon","293","Dragon","-392863949019","-392862389019","674"
"23_293_0","23","Dragon","293","Dragon","75019595433","75025235433","430"
"23_293_4","23","Dragon","293","Dragon","-1609105902001","-1609103202001","577"
"234_294_0","234","Dragon","294","Dragon","536079299016","536082239016","476"
"234_294_1","234","Dragon","294","Dragon","-1238488067843","-1238483927843","138"
"234_294_6","234","Dragon","294","Dragon","-1261440365370","-1261440065370","608"
"225_294_0","225","Dragon","294","Dragon","830442518155","830443178155","543"
"225_294_2","225","Dragon","294","Dragon","-1944427814425","-1944424994425","338"
"225_294_3","225","Dragon","294","Dragon","50241633841","50244813841","259"
"165_295_5","165","Dragon","295","Dragon","-1479363570646","-1479362130646","390"
"4_295_0","4","Dragon","295","Dragon","373174856017","373180436017","616"
"39_295_0","39","Dragon","295","Dragon","-1040221480174","-1040217520174","345"
"39_295_5","39","Dragon","295","Dragon","-769684906123","-769683886123","649"
"39_295_6","39","Dragon","295","Dragon","226023063335","226026303335","608"
"141_296_1","141","Dragon","296","Dragon","-1865123387143","-1865121407143","534"
"91_296_0","91","Dragon","296","Dragon","-1798524223173","-1798520563173","642"
"91_296_1","91","Dragon","296","Dragon","-1252922357440","-1252916717440","680"
"139_296_2","139","Dragon","296","Dragon","-2066035302318","-2066030082318","425"
"114_297_2","114","Dragon","297","Dragon","-829747349785","-829741889785","480"
"114_297_3","114","Dragon","297","Dragon","-877723277389","-877720757389","571"
"114_297_5","114","Dragon","297","Dragon","-1770316806350","-1770311646350","462"
"1_297_0","1","Dragon","297","Dragon","-1861173704948","-1861170344948","496"
"1_297_3","1","Dragon","297","Dragon","-2019411599368","-2019405659368","577"
"1_297_4","1","Dragon","297","Dragon","-941148889469","-941144629469","461"
"23_297_4","23","Dragon","297","Dragon","-1784003639665","-1784003159665","650"
"23_297_5","23","Dragon","297","Dragon","-1486632117038","-1486628157038","611"
"15_298_3","15","Dragon","298","Dragon","471218574510","471223554510","564"
"12_298_5","12","Dragon","298","Dragon","800782524822","800783544822","604"
"12_298_6","12","Dragon","298","Dragon","-2013235637158","-2013234317158","685"
"45_299_0","45","Dragon","299","Dragon","-1386507578683","-1386503858683","590"
"45_299_3","45","Dragon","299","Dragon","-1181377351890","-1181372851890","662"
"45_299_4","45","Dragon","299","Dragon","-239362589717","-239358569717","526"
"45_299_6","45","Dragon","299","Dragon","589918297683","589919077683","102"
"45_299_7","45","Dragon","299","Dragon","-896118730050","-896113210050","456"
"205_299_0","205","Dragon","299","Dragon","51682072843","51685612843","514"
"205_299_1","205","Dragon","299","Dragon","-1567378896459","-1567374636459","309"
"205_299_3","205","Dragon","299","Dragon","-1472475718125","-1472470738125","578"
"51_300_0","51","Dragon","300","Dragon","-622422806921","-622419626921","445"
"275_300_1","275","Dragon","300","Dragon","277861227591","277866267591","459"
"275_300_3","275","Dragon","300","Dragon","-1619447895048","-1619446815048","409"
"275_300_4","275","Dragon","300","Dragon","-465109123300","-465105823300","499"
"25_301_2","25","Dragon","301","Dragon","-2056293587863","-2056291007863","395"
"22_301_0","22","Dragon","301","Dragon","-878286609989","-878286009989","512"
"132_302_2","132","Dragon","302","Dragon","598865553611","598867353611","180"
"6_302_1","6","Dragon","302","Dragon","-2154291439101","-2154287659101","674"
"6_302_2","6","Dragon","302","Dragon","-207000797588","-206997797588","349"
"4_302_0","4","Dragon","302","Dragon","-212875519304","-212874799304","499"
"4_302_1","4","Dragon","302","Dragon","-959035262264","-959034962264","187"
"58_303_0","58","Dragon","303","Dragon","-226946269851","-226940269851","550"
"58_303_4","58","Dragon","303","Dragon","-1929778814625","-1929776294625","418"
"3_303_4","3","Dragon","303","Dragon","-1284957282753","-1284953262753","472"
"3_303_6","3","Dragon","303","Dragon","-436610996538","-436610876538","562"
"173_303_2","173","Dragon","303","Dragon","-1021743677559","-1021739957559","426"
"173_303_4","173","Dragon","303","Dragon","-4665065047","-4660265047","385"
"173_303_6","173","Dragon","303","Dragon","-436133424547","-436129524547","176"
"16_304_1","16","Dragon","304","Dragon","-563021667666","-563017887666","410"
"16_304_4","16","Dragon","304","Dragon","-1681906393426","-1681901473426","470"
"16_304_7","16","Dragon","304","Dragon","335775903373","335776023373","143"
"14_305_0","14","Dragon","305","Dragon","-447401269486","-447397429486","659"
"18_305_0","18","Dragon","305","Dragon","-2039174535010","-2039172795010","523"
"18_305_3","18","Dragon","305","Dragon","-1521812166720","-1521809886720","661"
"5_305_3","5","Dragon","305","Dragon","-1671166638959","-1671164118959","674"
"42_306_1","42","Dragon","306","Dragon","-292554732949","-292550892949","156"
"42_306_3","42","Dragon","306","Dragon","-308930609646","-308924969646","118"
"42_306_4","42","Dragon","306","Dragon","485269110136","485271690136","307"
"42_306_6","42","Dragon","306","Dragon","-1879637700641","-1879635420641","611"
"196_306_0","196","Dragon","306","Dragon","-2095843739706","-2095840739706","272"
"196_306_4","196","Dragon","306","Dragon","-2138521989484","-2138517489484","496"
"7_306_1","7","Dragon","306","Dragon","-373816900365","-373813420365","577"
"7_306_2","7","Dragon","306","Dragon","771120724282","771123184282","689"
"7_306_4","7","Dragon","306","Dragon","280457444972","280463324972","502"
"15_307_2","15","Dragon","307","Dragon","565554163926","565557343926","454"
