"id","entityA.id","entityA.type","entityB.id","entityB.type","date","temp"
"175_203_2","175","Dragon","203","Dragon","-932259707496","294"
"175_203_3","175","Dragon","203","Dragon","-487208265269","531"
"175_203_4","175","Dragon","203","Dragon","-379573390338","261"
"175_203_5","175","Dragon","203","Dragon","-1419619659606","245"
"175_203_6","175","Dragon","203","Dragon","-1984989057664","511"
"175_203_7","175","Dragon","203","Dragon","-1161696904504","299"
"71_203_0","71","Dragon","203","Dragon","-1304287077804","664"
"71_203_1","71","Dragon","203","Dragon","-448983913026","432"
"107_203_1","107","Dragon","203","Dragon","-1120531185412","174"
"107_203_2","107","Dragon","203","Dragon","-678946119879","650"
"75_204_1","75","Dragon","204","Dragon","243319359499","156"
"75_204_2","75","Dragon","204","Dragon","-9508795548","411"
"21_204_0","21","Dragon","204","Dragon","-1379697629717","132"
"21_204_3","21","Dragon","204","Dragon","-1387360462046","272"
"21_204_4","21","Dragon","204","Dragon","616948117479","689"
"21_204_6","21","Dragon","204","Dragon","68907694573","686"
"136_204_3","136","Dragon","204","Dragon","578021798192","329"
"136_204_4","136","Dragon","204","Dragon","707618606017","108"
"45_205_0","45","Dragon","205","Dragon","-901630332720","495"
"45_205_2","45","Dragon","205","Dragon","-1404890979166","449"
"45_205_3","45","Dragon","205","Dragon","-492717794189","199"
"45_205_5","45","Dragon","205","Dragon","-1301357023947","115"
"30_205_0","30","Dragon","205","Dragon","-1872953157911","149"
"30_205_1","30","Dragon","205","Dragon","-2151084707008","199"
"30_205_3","30","Dragon","205","Dragon","-1621619399466","175"
"30_205_4","30","Dragon","205","Dragon","-1371937646106","433"
"21_205_1","21","Dragon","205","Dragon","568477884350","141"
"21_205_3","21","Dragon","205","Dragon","-1165750209628","669"
"21_205_4","21","Dragon","205","Dragon","-1219673055964","211"
"21_205_5","21","Dragon","205","Dragon","-281624836737","427"
"74_206_2","74","Dragon","206","Dragon","-1140558199700","364"
"74_206_4","74","Dragon","206","Dragon","418922175513","399"
"139_206_0","139","Dragon","206","Dragon","-1107164812860","414"
"139_206_1","139","Dragon","206","Dragon","-1150727916176","642"
"139_206_2","139","Dragon","206","Dragon","-39506182399","105"
"203_207_0","203","Dragon","207","Dragon","-1739777972174","542"
"203_207_1","203","Dragon","207","Dragon","-76521886136","376"
"203_207_3","203","Dragon","207","Dragon","-2029305188789","523"
"203_207_4","203","Dragon","207","Dragon","-571710305381","368"
"203_207_5","203","Dragon","207","Dragon","859864880912","384"
"203_207_6","203","Dragon","207","Dragon","-1674835085122","537"
"203_207_7","203","Dragon","207","Dragon","-1727788897367","457"
"155_207_2","155","Dragon","207","Dragon","479707075923","662"
"155_207_4","155","Dragon","207","Dragon","-244845490033","377"
"202_207_1","202","Dragon","207","Dragon","537039241516","260"
"202_207_2","202","Dragon","207","Dragon","-1121701639428","394"
"202_207_6","202","Dragon","207","Dragon","861549148888","679"
"202_207_7","202","Dragon","207","Dragon","-1975985856750","364"
"25_208_0","25","Dragon","208","Dragon","250734574738","501"
"25_208_2","25","Dragon","208","Dragon","-2077447816602","142"
"82_208_0","82","Dragon","208","Dragon","-308186954210","552"
"82_208_2","82","Dragon","208","Dragon","-35301680098","269"
"82_208_3","82","Dragon","208","Dragon","-983705246176","106"
"82_208_5","82","Dragon","208","Dragon","109585046760","655"
"82_208_6","82","Dragon","208","Dragon","-1826803778782","352"
"123_208_0","123","Dragon","208","Dragon","264724215942","342"
"123_208_1","123","Dragon","208","Dragon","-811504004707","644"
"123_208_2","123","Dragon","208","Dragon","-968652223922","538"
"123_208_3","123","Dragon","208","Dragon","-496555130281","506"
"123_208_4","123","Dragon","208","Dragon","-565689315978","460"
"15_209_0","15","Dragon","209","Dragon","-1622590394352","385"
"15_209_1","15","Dragon","209","Dragon","650789841975","264"
"15_209_3","15","Dragon","209","Dragon","-739383972830","125"
"15_209_4","15","Dragon","209","Dragon","752143496520","678"
"1_209_0","1","Dragon","209","Dragon","-2084654988188","342"
"1_209_1","1","Dragon","209","Dragon","123190102252","211"
"55_209_0","55","Dragon","209","Dragon","-1929078879054","421"
"55_209_1","55","Dragon","209","Dragon","-2159867127300","665"
"55_209_4","55","Dragon","209","Dragon","-1382798693179","614"
"7_210_0","7","Dragon","210","Dragon","927659022757","387"
"7_210_1","7","Dragon","210","Dragon","307901288491","383"
"7_210_4","7","Dragon","210","Dragon","-84779702141","569"
"35_210_0","35","Dragon","210","Dragon","-1285690259567","215"
"35_210_1","35","Dragon","210","Dragon","-1177527051361","517"
"35_210_3","35","Dragon","210","Dragon","631515654489","519"
"149_210_2","149","Dragon","210","Dragon","-775073409261","232"
"149_210_3","149","Dragon","210","Dragon","-732073882720","329"
"206_211_0","206","Dragon","211","Dragon","-190771456187","140"
"206_211_1","206","Dragon","211","Dragon","-271370097642","130"
"206_211_2","206","Dragon","211","Dragon","-2116114915296","125"
"206_211_4","206","Dragon","211","Dragon","-41372937537","358"
"206_211_5","206","Dragon","211","Dragon","50591418876","132"
"206_211_7","206","Dragon","211","Dragon","714721885098","362"
"137_211_2","137","Dragon","211","Dragon","-973296576846","422"
"137_211_3","137","Dragon","211","Dragon","91062060701","563"
"137_211_4","137","Dragon","211","Dragon","863218909113","453"
"107_211_1","107","Dragon","211","Dragon","-1846372868300","609"
"107_211_2","107","Dragon","211","Dragon","646256321611","578"
"107_211_3","107","Dragon","211","Dragon","116011585604","430"
"107_211_4","107","Dragon","211","Dragon","-1160592544874","488"
"109_212_0","109","Dragon","212","Dragon","-1223352319252","286"
"109_212_2","109","Dragon","212","Dragon","665004461684","603"
"109_212_3","109","Dragon","212","Dragon","-1808893082207","411"
"109_212_4","109","Dragon","212","Dragon","-760339149326","460"
"109_212_5","109","Dragon","212","Dragon","-264277180432","587"
"56_212_0","56","Dragon","212","Dragon","101217865679","158"
"56_212_1","56","Dragon","212","Dragon","-741811443729","667"
"36_212_0","36","Dragon","212","Dragon","230227072455","396"
"36_212_1","36","Dragon","212","Dragon","-1644940033068","685"
"36_212_2","36","Dragon","212","Dragon","35599915066","630"
"169_213_0","169","Dragon","213","Dragon","-2166264582657","119"
"169_213_1","169","Dragon","213","Dragon","-488176046","356"
"169_213_4","169","Dragon","213","Dragon","-1387471460690","335"
"169_213_5","169","Dragon","213","Dragon","-1475008215739","553"
"1_213_0","1","Dragon","213","Dragon","-176376893890","438"
"1_213_1","1","Dragon","213","Dragon","-1051519443508","231"
"1_213_2","1","Dragon","213","Dragon","5245475850","658"
"1_213_4","1","Dragon","213","Dragon","-77585868636","142"
"3_213_0","3","Dragon","213","Dragon","-328232228594","244"
"3_213_2","3","Dragon","213","Dragon","-305791599242","254"
"3_213_3","3","Dragon","213","Dragon","676373286148","691"
"3_213_4","3","Dragon","213","Dragon","-1923485845163","231"
"3_213_5","3","Dragon","213","Dragon","-833316567723","596"
"4_214_0","4","Dragon","214","Dragon","-1727642940448","368"
"4_214_1","4","Dragon","214","Dragon","-974892222306","505"
"4_214_3","4","Dragon","214","Dragon","-1989094572572","669"
"4_214_4","4","Dragon","214","Dragon","-230148739466","666"
"4_214_5","4","Dragon","214","Dragon","551674834075","442"
"13_214_0","13","Dragon","214","Dragon","-2135417654592","360"
"13_214_2","13","Dragon","214","Dragon","331792051902","313"
"13_214_3","13","Dragon","214","Dragon","-368227707638","610"
"13_214_4","13","Dragon","214","Dragon","-1153034773318","540"
"13_214_5","13","Dragon","214","Dragon","160383639172","292"
"10_214_0","10","Dragon","214","Dragon","205374013152","181"
"10_214_1","10","Dragon","214","Dragon","211828339973","181"
"10_214_3","10","Dragon","214","Dragon","-2132724953395","366"
"10_214_4","10","Dragon","214","Dragon","-2078556717835","697"
"10_214_6","10","Dragon","214","Dragon","-1722522455369","102"
"112_215_0","112","Dragon","215","Dragon","-2206943264333","353"
"112_215_1","112","Dragon","215","Dragon","-1307642289586","557"
"112_215_2","112","Dragon","215","Dragon","-1562532908649","529"
"112_215_5","112","Dragon","215","Dragon","-1794711815838","270"
"95_215_1","95","Dragon","215","Dragon","-1401263512250","215"
"95_215_2","95","Dragon","215","Dragon","-996422594795","698"
"95_215_3","95","Dragon","215","Dragon","-382635030721","697"
"95_215_4","95","Dragon","215","Dragon","-109046068038","111"
"165_215_3","165","Dragon","215","Dragon","148293890303","149"
"54_216_1","54","Dragon","216","Dragon","-29937235327","499"
"54_216_2","54","Dragon","216","Dragon","-428608338589","494"
"54_216_3","54","Dragon","216","Dragon","-2140871489925","364"
"4_216_0","4","Dragon","216","Dragon","619255959195","661"
"4_216_1","4","Dragon","216","Dragon","-888036231049","633"
"2_216_0","2","Dragon","216","Dragon","523049040514","138"
"2_216_1","2","Dragon","216","Dragon","-704967515051","289"
"2_216_2","2","Dragon","216","Dragon","-1963993893332","298"
"2_216_3","2","Dragon","216","Dragon","-949109484793","609"
"2_216_4","2","Dragon","216","Dragon","-1521246268800","460"
"2_216_6","2","Dragon","216","Dragon","-662425919618","294"
"4_217_1","4","Dragon","217","Dragon","-2072029857772","384"
"147_217_0","147","Dragon","217","Dragon","-1725034521925","147"
"147_217_4","147","Dragon","217","Dragon","-1478716806402","545"
"147_217_5","147","Dragon","217","Dragon","-1727887966472","471"
"147_217_7","147","Dragon","217","Dragon","-1516357644563","340"
"23_217_0","23","Dragon","217","Dragon","-571376863214","681"
"23_217_1","23","Dragon","217","Dragon","-693670245499","243"
"40_218_0","40","Dragon","218","Dragon","-1077582172500","555"
"40_218_1","40","Dragon","218","Dragon","-1048563170635","315"
"71_218_0","71","Dragon","218","Dragon","456486296373","106"
"71_218_1","71","Dragon","218","Dragon","-1373182673203","525"
"71_218_2","71","Dragon","218","Dragon","-1304107361750","379"
"71_218_3","71","Dragon","218","Dragon","-1623267753708","615"
"71_218_6","71","Dragon","218","Dragon","793463810553","169"
"109_218_0","109","Dragon","218","Dragon","-1538366254825","462"
"109_218_1","109","Dragon","218","Dragon","-29219091351","230"
"109_218_2","109","Dragon","218","Dragon","676434335570","614"
"109_218_3","109","Dragon","218","Dragon","-1288820003909","636"
"6_219_1","6","Dragon","219","Dragon","-1689355617395","197"
"6_219_4","6","Dragon","219","Dragon","-1639520677909","358"
"22_219_2","22","Dragon","219","Dragon","707775089754","234"
"22_219_3","22","Dragon","219","Dragon","-311383790214","603"
"22_219_4","22","Dragon","219","Dragon","-54441290832","478"
"22_219_5","22","Dragon","219","Dragon","553091128352","296"
"4_219_0","4","Dragon","219","Dragon","-780756803956","310"
"4_219_1","4","Dragon","219","Dragon","-200672691290","590"
"4_219_2","4","Dragon","219","Dragon","-976815738992","448"
"16_220_1","16","Dragon","220","Dragon","392954789250","125"
"16_220_2","16","Dragon","220","Dragon","35198446246","504"
"16_220_3","16","Dragon","220","Dragon","-554583361935","689"
"147_220_2","147","Dragon","220","Dragon","-2042260678728","500"
"147_220_4","147","Dragon","220","Dragon","262887466491","344"
"206_220_1","206","Dragon","220","Dragon","-1328261635489","255"
"206_220_2","206","Dragon","220","Dragon","-1412202778265","484"
"141_221_0","141","Dragon","221","Dragon","-3493107376","461"
"141_221_1","141","Dragon","221","Dragon","212249426717","641"
"141_221_2","141","Dragon","221","Dragon","-1431532916719","420"
"141_221_3","141","Dragon","221","Dragon","-634791257938","667"
"141_221_4","141","Dragon","221","Dragon","-518368555126","548"
"6_221_0","6","Dragon","221","Dragon","3926501379","540"
"6_221_2","6","Dragon","221","Dragon","-751925743953","454"
"6_221_7","6","Dragon","221","Dragon","-105158098962","528"
"12_221_1","12","Dragon","221","Dragon","-892496923025","363"
"12_221_2","12","Dragon","221","Dragon","-279356964615","624"
"193_222_0","193","Dragon","222","Dragon","-1703502121762","426"
"193_222_1","193","Dragon","222","Dragon","786259059011","531"
"193_222_2","193","Dragon","222","Dragon","931169786080","304"
"193_222_3","193","Dragon","222","Dragon","593024908633","310"
"94_222_0","94","Dragon","222","Dragon","-774753021673","136"
"94_222_1","94","Dragon","222","Dragon","-458182883519","285"
"94_222_2","94","Dragon","222","Dragon","-1038703011626","565"
"94_222_3","94","Dragon","222","Dragon","-2186388742160","131"
"94_222_4","94","Dragon","222","Dragon","897031234233","143"
"94_222_5","94","Dragon","222","Dragon","-908529509834","344"
"94_222_6","94","Dragon","222","Dragon","-556253706885","522"
"150_222_0","150","Dragon","222","Dragon","-105120354311","492"
"150_222_1","150","Dragon","222","Dragon","-647877716750","391"
"150_222_2","150","Dragon","222","Dragon","-1611901953995","260"
"150_222_3","150","Dragon","222","Dragon","-226618744795","311"
"0_223_0","0","Dragon","223","Dragon","762964448514","599"
"132_223_0","132","Dragon","223","Dragon","-2177306921334","165"
"132_223_1","132","Dragon","223","Dragon","-1776558370281","411"
"132_223_3","132","Dragon","223","Dragon","589206827209","317"
"21_223_1","21","Dragon","223","Dragon","-1830912896313","643"
"21_223_2","21","Dragon","223","Dragon","745386965620","652"
"21_223_4","21","Dragon","223","Dragon","246676597375","609"
"143_224_0","143","Dragon","224","Dragon","-2174944153350","331"
"143_224_1","143","Dragon","224","Dragon","38846039560","313"
"143_224_2","143","Dragon","224","Dragon","337153621150","436"
"143_224_4","143","Dragon","224","Dragon","-1961061204059","153"
"130_224_0","130","Dragon","224","Dragon","-1348940028820","585"
"130_224_1","130","Dragon","224","Dragon","-1832048598549","354"
"130_224_2","130","Dragon","224","Dragon","-1368668514728","508"
"117_224_1","117","Dragon","224","Dragon","-138692461807","553"
"117_224_2","117","Dragon","224","Dragon","-1483722421096","332"
"117_224_4","117","Dragon","224","Dragon","638900239560","641"
"32_225_0","32","Dragon","225","Dragon","225380788140","660"
"32_225_1","32","Dragon","225","Dragon","-1409020111216","338"
"32_225_2","32","Dragon","225","Dragon","679715802334","142"
"32_225_3","32","Dragon","225","Dragon","-1034886857491","363"
"32_225_4","32","Dragon","225","Dragon","19596929956","386"
"32_225_5","32","Dragon","225","Dragon","523693285427","395"
"32_225_7","32","Dragon","225","Dragon","-148211791811","647"
"161_225_0","161","Dragon","225","Dragon","-657727004652","181"
"161_225_4","161","Dragon","225","Dragon","-790438322974","144"
"52_225_0","52","Dragon","225","Dragon","-916091841017","241"
"52_225_1","52","Dragon","225","Dragon","346857900433","643"
"52_225_3","52","Dragon","225","Dragon","-1254100549654","467"
"52_225_4","52","Dragon","225","Dragon","-1488737860022","692"
"52_225_5","52","Dragon","225","Dragon","-1291322625341","420"
"7_226_0","7","Dragon","226","Dragon","789566186761","535"
"7_226_1","7","Dragon","226","Dragon","-719981996241","385"
"7_226_2","7","Dragon","226","Dragon","-1976927751080","394"
"7_226_3","7","Dragon","226","Dragon","271209747440","622"
"7_226_5","7","Dragon","226","Dragon","-484255348658","419"
"7_226_6","7","Dragon","226","Dragon","-1684912535263","338"
"5_226_0","5","Dragon","226","Dragon","-1357306624358","116"
"5_226_1","5","Dragon","226","Dragon","724521371661","459"
"5_226_2","5","Dragon","226","Dragon","-718970755139","566"
"23_226_1","23","Dragon","226","Dragon","-239513543113","417"
"23_226_3","23","Dragon","226","Dragon","-528673832565","556"
"23_226_4","23","Dragon","226","Dragon","-1558641811297","344"
"23_226_5","23","Dragon","226","Dragon","-1192757566880","693"
"23_226_6","23","Dragon","226","Dragon","-1441573032573","243"
"193_227_0","193","Dragon","227","Dragon","-2088298120542","572"
"193_227_1","193","Dragon","227","Dragon","-1671149411789","362"
"193_227_2","193","Dragon","227","Dragon","-458327520043","355"
"189_227_0","189","Dragon","227","Dragon","-1761037070370","367"
"189_227_1","189","Dragon","227","Dragon","-896534403071","308"
"189_227_2","189","Dragon","227","Dragon","-49008952705","677"
"189_227_3","189","Dragon","227","Dragon","129146966314","133"
"189_227_6","189","Dragon","227","Dragon","-160164012410","300"
"10_227_0","10","Dragon","227","Dragon","903635908401","461"
"10_227_1","10","Dragon","227","Dragon","-1373689061896","392"
"0_228_0","0","Dragon","228","Dragon","-445702933184","202"
"0_228_1","0","Dragon","228","Dragon","-1302866746345","413"
"0_228_2","0","Dragon","228","Dragon","-1587804786855","605"
"0_228_3","0","Dragon","228","Dragon","198689308642","350"
"0_228_5","0","Dragon","228","Dragon","-2143200976425","274"
"0_228_6","0","Dragon","228","Dragon","883063687002","316"
"0_228_7","0","Dragon","228","Dragon","-1734641628003","521"
"132_228_1","132","Dragon","228","Dragon","108079931956","338"
"132_228_4","132","Dragon","228","Dragon","-1221892607651","638"
"52_228_0","52","Dragon","228","Dragon","-273705030916","172"
"52_228_2","52","Dragon","228","Dragon","-691209116613","617"
"33_229_2","33","Dragon","229","Dragon","-684113867898","357"
"33_229_3","33","Dragon","229","Dragon","-559552058110","598"
"33_229_4","33","Dragon","229","Dragon","-2060654176498","338"
"33_229_5","33","Dragon","229","Dragon","-302649248496","337"
"122_229_0","122","Dragon","229","Dragon","-838913947549","692"
"122_229_1","122","Dragon","229","Dragon","865138346305","380"
"122_229_2","122","Dragon","229","Dragon","-164800316652","313"
"122_229_3","122","Dragon","229","Dragon","-2147702450839","265"
"122_229_4","122","Dragon","229","Dragon","642234140562","431"
"122_229_5","122","Dragon","229","Dragon","38193521699","434"
"122_229_7","122","Dragon","229","Dragon","-1257149911892","177"
"215_229_0","215","Dragon","229","Dragon","495939446459","374"
"215_229_1","215","Dragon","229","Dragon","-1762431627348","639"
"215_229_5","215","Dragon","229","Dragon","-865597050453","546"
"215_229_6","215","Dragon","229","Dragon","380114011062","560"
"215_229_7","215","Dragon","229","Dragon","358133902003","313"
"18_230_0","18","Dragon","230","Dragon","-961010795926","243"
"18_230_1","18","Dragon","230","Dragon","-1396635910451","628"
"18_230_3","18","Dragon","230","Dragon","762901176309","470"
"18_230_4","18","Dragon","230","Dragon","-186345347372","375"
"18_230_6","18","Dragon","230","Dragon","815594095259","538"
"29_230_0","29","Dragon","230","Dragon","-971842953169","246"
"29_230_1","29","Dragon","230","Dragon","107918583931","266"
"29_230_2","29","Dragon","230","Dragon","170918958869","297"
"29_230_4","29","Dragon","230","Dragon","-1706842011818","426"
"29_230_5","29","Dragon","230","Dragon","-1611460553669","392"
"29_230_6","29","Dragon","230","Dragon","-535549495817","247"
"52_230_0","52","Dragon","230","Dragon","-1287449938313","463"
"52_230_1","52","Dragon","230","Dragon","598631685334","479"
"52_230_3","52","Dragon","230","Dragon","-1075119454507","591"
"52_230_4","52","Dragon","230","Dragon","-1066924526480","360"
"177_231_0","177","Dragon","231","Dragon","-1554072363823","304"
"177_231_2","177","Dragon","231","Dragon","-1099248610488","562"
"177_231_3","177","Dragon","231","Dragon","-697871381488","492"
"148_231_1","148","Dragon","231","Dragon","-62783799319","599"
"199_231_0","199","Dragon","231","Dragon","794907833374","400"
"199_231_1","199","Dragon","231","Dragon","859768748013","433"
"199_231_3","199","Dragon","231","Dragon","8195772046","297"
"199_231_4","199","Dragon","231","Dragon","921576525857","243"
"199_231_5","199","Dragon","231","Dragon","-1473939191011","364"
"35_232_3","35","Dragon","232","Dragon","672803418782","402"
"35_232_4","35","Dragon","232","Dragon","296325041919","217"
"35_232_5","35","Dragon","232","Dragon","-926318704227","303"
"38_232_0","38","Dragon","232","Dragon","-727291728587","229"
"38_232_1","38","Dragon","232","Dragon","26125433754","586"
"38_232_2","38","Dragon","232","Dragon","-2063192886691","343"
"38_232_3","38","Dragon","232","Dragon","-945511380200","161"
"107_232_1","107","Dragon","232","Dragon","340937413698","647"
"107_232_2","107","Dragon","232","Dragon","-928878890049","434"
"107_232_3","107","Dragon","232","Dragon","-1554717112187","455"
"102_233_0","102","Dragon","233","Dragon","208031291119","135"
"102_233_1","102","Dragon","233","Dragon","-1905853376887","108"
"102_233_3","102","Dragon","233","Dragon","503869921767","276"
"102_233_5","102","Dragon","233","Dragon","-609967514668","595"
"213_233_2","213","Dragon","233","Dragon","367695363545","244"
"213_233_3","213","Dragon","233","Dragon","-1384995142328","499"
"149_233_0","149","Dragon","233","Dragon","-899399399874","118"
"149_233_1","149","Dragon","233","Dragon","-926188774800","423"
"149_233_2","149","Dragon","233","Dragon","-2200113976964","475"
"149_233_3","149","Dragon","233","Dragon","-2128852371635","683"
"149_233_4","149","Dragon","233","Dragon","-1746448179308","424"
"149_233_6","149","Dragon","233","Dragon","109841359427","103"
"74_234_1","74","Dragon","234","Dragon","665846965548","208"
"74_234_2","74","Dragon","234","Dragon","-679575702751","249"
"74_234_3","74","Dragon","234","Dragon","336327227918","228"
"6_234_0","6","Dragon","234","Dragon","500541867838","569"
"6_234_2","6","Dragon","234","Dragon","-1716247992804","659"
"6_234_3","6","Dragon","234","Dragon","-1296226915178","346"
"6_234_4","6","Dragon","234","Dragon","-2207800512756","667"
"6_234_5","6","Dragon","234","Dragon","-1179093088398","395"
"9_234_1","9","Dragon","234","Dragon","-2028687163962","568"
"9_234_2","9","Dragon","234","Dragon","-1184426415145","295"
"7_235_0","7","Dragon","235","Dragon","355763136502","224"
"7_235_1","7","Dragon","235","Dragon","-403951737997","607"
"7_235_3","7","Dragon","235","Dragon","-1853187933227","388"
"7_235_4","7","Dragon","235","Dragon","-1404745233989","695"
"172_235_0","172","Dragon","235","Dragon","137708130340","617"
"172_235_3","172","Dragon","235","Dragon","-278530076409","642"
"172_235_4","172","Dragon","235","Dragon","-1668529373297","124"
"172_235_5","172","Dragon","235","Dragon","743198367864","497"
"172_235_6","172","Dragon","235","Dragon","758208963588","240"
"173_235_0","173","Dragon","235","Dragon","-1926829594931","252"
"173_235_3","173","Dragon","235","Dragon","-426493022013","615"
"173_235_4","173","Dragon","235","Dragon","-1425083046205","614"
"173_235_5","173","Dragon","235","Dragon","-1819774066702","568"
"173_235_6","173","Dragon","235","Dragon","-492337343912","682"
"82_236_0","82","Dragon","236","Dragon","464143916898","126"
"82_236_1","82","Dragon","236","Dragon","516039006573","546"
"82_236_2","82","Dragon","236","Dragon","583620957414","109"
"82_236_3","82","Dragon","236","Dragon","-1117409398133","655"
"82_236_4","82","Dragon","236","Dragon","-1667731763409","603"
"61_236_1","61","Dragon","236","Dragon","907031912335","510"
"61_236_2","61","Dragon","236","Dragon","-228800120421","247"
"61_236_3","61","Dragon","236","Dragon","573950997757","494"
"61_236_4","61","Dragon","236","Dragon","-998775359116","495"
"163_236_1","163","Dragon","236","Dragon","-107282346227","323"
"163_236_2","163","Dragon","236","Dragon","-211315392562","669"
"163_236_3","163","Dragon","236","Dragon","-2098949520099","242"
"163_236_4","163","Dragon","236","Dragon","566229088107","447"
"163_236_5","163","Dragon","236","Dragon","4540084918","655"
"25_237_0","25","Dragon","237","Dragon","-1043341696194","492"
"25_237_1","25","Dragon","237","Dragon","519507715532","520"
"25_237_2","25","Dragon","237","Dragon","-1852537349214","315"
"25_237_3","25","Dragon","237","Dragon","-2135751465421","289"
"25_237_4","25","Dragon","237","Dragon","-868821057919","481"
"25_237_5","25","Dragon","237","Dragon","-1497201580699","287"
"25_237_6","25","Dragon","237","Dragon","-161502462626","663"
"132_237_0","132","Dragon","237","Dragon","-2187809606985","428"
"132_237_1","132","Dragon","237","Dragon","-10673159821","384"
"132_237_2","132","Dragon","237","Dragon","223067242832","629"
"18_237_0","18","Dragon","237","Dragon","-2175706806855","120"
"18_237_3","18","Dragon","237","Dragon","-1875073586151","564"
"18_237_4","18","Dragon","237","Dragon","248638959738","582"
"176_238_0","176","Dragon","238","Dragon","390535497878","619"
"176_238_2","176","Dragon","238","Dragon","-1372177711896","182"
"176_238_3","176","Dragon","238","Dragon","927552243146","197"
"176_238_4","176","Dragon","238","Dragon","-1064887562843","628"
"22_238_0","22","Dragon","238","Dragon","-1758032068096","312"
"22_238_2","22","Dragon","238","Dragon","-1546719146120","245"
"22_238_3","22","Dragon","238","Dragon","-926607553452","231"
"22_238_4","22","Dragon","238","Dragon","-255199100053","196"
"22_238_5","22","Dragon","238","Dragon","573035536394","397"
"22_238_6","22","Dragon","238","Dragon","143815271854","289"
"22_238_7","22","Dragon","238","Dragon","-1829961185217","597"
"171_238_0","171","Dragon","238","Dragon","322007675398","448"
"171_238_2","171","Dragon","238","Dragon","798890324465","525"
"171_238_4","171","Dragon","238","Dragon","-955351935933","393"
"171_238_5","171","Dragon","238","Dragon","-802978330685","353"
"171_238_6","171","Dragon","238","Dragon","-694364222983","337"
"51_239_0","51","Dragon","239","Dragon","-899083747464","542"
"51_239_2","51","Dragon","239","Dragon","-99153400518","522"
"51_239_3","51","Dragon","239","Dragon","-221786415414","249"
"97_239_0","97","Dragon","239","Dragon","-1488862493583","108"
"97_239_2","97","Dragon","239","Dragon","-876085681161","687"
"44_239_2","44","Dragon","239","Dragon","214856218156","150"
"44_239_3","44","Dragon","239","Dragon","-1835940000557","315"
"44_239_4","44","Dragon","239","Dragon","-534484562931","358"
"44_239_5","44","Dragon","239","Dragon","-1765179259954","414"
"44_239_6","44","Dragon","239","Dragon","-322945303259","316"
"44_239_7","44","Dragon","239","Dragon","-1732888742131","547"
"0_240_0","0","Dragon","240","Dragon","150061881601","186"
"0_240_1","0","Dragon","240","Dragon","568516913525","600"
"0_240_2","0","Dragon","240","Dragon","-735568272417","540"
"0_240_4","0","Dragon","240","Dragon","-356941507271","380"
"0_240_5","0","Dragon","240","Dragon","-490821231561","442"
"0_240_6","0","Dragon","240","Dragon","-1155294611454","619"
"153_240_1","153","Dragon","240","Dragon","868771250618","196"
"153_240_2","153","Dragon","240","Dragon","-1085251579128","417"
"153_240_3","153","Dragon","240","Dragon","-1023917836522","173"
"153_240_4","153","Dragon","240","Dragon","288291465184","232"
"153_240_5","153","Dragon","240","Dragon","-425467853747","149"
"153_240_6","153","Dragon","240","Dragon","-1061420386688","188"
"153_240_7","153","Dragon","240","Dragon","-1462420555785","643"
"93_240_0","93","Dragon","240","Dragon","877861506561","398"
"93_240_1","93","Dragon","240","Dragon","-1197454044736","547"
"93_240_2","93","Dragon","240","Dragon","680043329975","480"
"93_240_4","93","Dragon","240","Dragon","-798255955468","488"
"93_240_5","93","Dragon","240","Dragon","885865670093","112"
"175_241_0","175","Dragon","241","Dragon","215818800570","392"
"175_241_1","175","Dragon","241","Dragon","503921065962","302"
"175_241_2","175","Dragon","241","Dragon","-916288280430","351"
"175_241_6","175","Dragon","241","Dragon","28637706422","459"
"175_241_7","175","Dragon","241","Dragon","-1136753034259","424"
"6_241_1","6","Dragon","241","Dragon","-1600202649807","106"
"6_241_2","6","Dragon","241","Dragon","51992702350","185"
"6_241_3","6","Dragon","241","Dragon","163149497629","415"
"194_241_0","194","Dragon","241","Dragon","-814476594766","494"
"194_241_1","194","Dragon","241","Dragon","-147778201959","556"
"15_242_0","15","Dragon","242","Dragon","-819615052117","251"
"15_242_1","15","Dragon","242","Dragon","766448075805","269"
"15_242_2","15","Dragon","242","Dragon","-120286267451","442"
"15_242_3","15","Dragon","242","Dragon","877236971152","561"
"15_242_4","15","Dragon","242","Dragon","-575174468825","421"
"21_242_0","21","Dragon","242","Dragon","311704752489","577"
"21_242_1","21","Dragon","242","Dragon","-1573456449704","335"
"21_242_3","21","Dragon","242","Dragon","-591781995273","580"
"21_242_4","21","Dragon","242","Dragon","521848618611","144"
"126_242_0","126","Dragon","242","Dragon","-1673354873538","700"
"126_242_1","126","Dragon","242","Dragon","884088368876","221"
"126_242_2","126","Dragon","242","Dragon","641866835366","292"
"126_242_3","126","Dragon","242","Dragon","-1076711694321","474"
"126_242_4","126","Dragon","242","Dragon","-1177755277583","287"
"126_242_6","126","Dragon","242","Dragon","-1212667179823","635"
"8_243_0","8","Dragon","243","Dragon","-406275454383","655"
"8_243_1","8","Dragon","243","Dragon","-1001812975933","341"
"8_243_3","8","Dragon","243","Dragon","691943416854","249"
"8_243_5","8","Dragon","243","Dragon","-325106676816","151"
"8_243_6","8","Dragon","243","Dragon","-30284716290","341"
"137_243_1","137","Dragon","243","Dragon","-1315014910813","529"
"137_243_2","137","Dragon","243","Dragon","447147253713","216"
"137_243_3","137","Dragon","243","Dragon","-1754907901820","177"
